Customer ID,Product ID,Order ID,Customer Age,Gender,Product Name,MRP,Discount Price,Category,State,City,Subscription,Bill Number,Time Spent on Website,Rating,Marketing/Advertisement,Ship Mode,Order Status,Order Date,Delivery Date,Cancellation Date,Payment Method,Pin Code,Total Order Value,Payment Status,No of Clicks,Year,Month,Shipping Charges
LPV92,KQ633,864035790,63,Male,Tata Tea,695.98,626.38,Local,Andhra Pradesh,Nellore,Freepass,7.55E+11,1.97,2.7,Instagram,Free,Shipped,5/8/2023,14-08-2023,,Credit,468791,626.38,Pending,81,2023,August,0
QJG64,IC092,899190185,58,Female,Amul Butter Unsalted,543.04,434.43,Branded,Maharashtra,Amravati,Freepass,1.93E+11,12.78,4.8,Friends,Priority,Delivered,9/4/2021,11/4/2021,,Credit,878167,534.43,Paid,4,2021,April,100
GCK35,XL397,109529237,31,Male,Ariel Matic Top Load Liquid Detergent,171.75,128.81,Imported,Maharashtra,Mumbai,Freepass,2.10E+11,1.76,4.6,Instagram,Express plus,Shipped,15-12-2021,20-12-2021,,Credit,238936,278.81,Paid,43,2021,December,150
JBE09,WF350,158309008,39,Female,Sofit Soya Drink Vanilla,762.92,701.89,Local,Andhra Pradesh,Guntur,Freepass,2.59E+11,4.47,3.6,Facebook,Free,Shipped,23-02-2022,5/3/2022,,Debit,40950,701.89,Paid,1,2022,February,0
WHO34,HT575,836600189,44,Female,Pigeon Induction Cooktop Acer Plus: 1800 W,1091.56,622.19,Local,Telangana,Ramagundam,Freepass,5.06E+11,5.75,3.6,Instagram,Free,Delivered,8/5/2022,16-05-2022,,Credit,686491,622.19,Paid,67,2022,May,0
POO22,CU329,45778441,24,Male,Tata Tea,1476.74,1166.62,Branded,Andhra Pradesh,Guntur,Freepass,4.67E+11,6.65,3.6,TV,Express plus,Delivered,17-08-2021,22-08-2021,,COD,556075,1316.62,Paid,88,2021,August,150
MRD42,RU957,871812054,23,Male,Tata Sampann Moong Dal (Pesara Pappu),1989.06,1770.26,Branded,Telangana,Suryapet,Premium,8.33E+11,11.64,3.6,Facebook,Express plus,Delivered,11/10/2023,15-10-2023,,Netbanking,44438,1845.26,Paid,32,2023,October,75
NAQ71,KX485,571146562,46,Female,Ariel Matic Front Load Liquid Detergent,1354.99,799.44,Local,Andhra Pradesh,Nellore,Premium,56358251746,26.66,2,Instagram,Express plus,Shipped,29-09-2021,4/10/2021,,Credit,108602,874.44,Paid,34,2021,September,75
TCG02,EI747,695125699,33,Male,Tata Tea,107.66,88.28,Imported,Gujarat,Ahmedabad,Freepass,3.12E+11,8.55,1.7,Instagram,Priority,Shipped,1/4/2023,3/4/2023,,Debit,324727,188.28,Paid,43,2023,April,100
LVV50,OA829,333387644,33,Female,Amul Taaza Toned Milk,995.59,597.35,Branded,Telangana,Nizamabad,Freepass,6.67E+11,13.15,4.4,Instagram,Free,Delivered,11/10/2022,18-10-2022,,Debit,383210,597.35,Paid,83,2022,October,0
YKS22,OY086,802274925,48,Male,Harpic Bathroom Cleaner - Floral,1812.29,1014.88,Local,Andhra Pradesh,Kadapa,Premium,8.43E+11,5.63,1.9,Friends,Free,Shipped,27-03-2023,6/4/2023,,Debit,590469,1014.88,Pending,41,2023,March,0
JNH68,AR372,970420707,63,Male,Usha Heavy Weight Iron - El3710: 1000 W,1738.94,1321.59,Branded,Telangana,Mahbubnagar,Premium Plus,6.92E+11,5.79,4.4,Instagram,Free,Delivered,16-09-2022,23-09-2022,,Debit,145092,1321.59,Paid,100,2022,September,0
GXR62,SR383,720290321,50,Male,Usha Heavy Weight Iron - El3710: 1000 W,1840.91,957.27,Imported,Gujarat,Rajkot,Freepass,9.59E+11,23.2,2.8,Facebook,Priority,Delivered,8/4/2021,11/4/2021,,Credit,790852,1057.27,Pending,79,2021,April,100
CND29,MY663,854284513,66,Female,Amul Taaza Toned Milk,1738.37,1495,Branded,Maharashtra,Amravati,Premium,9.85E+11,10.06,2.6,TV,Free,Delivered,17-12-2021,24-12-2021,,Debit,25222,1495,Paid,54,2021,December,0
DAI24,RE967,426521301,43,Male,Pigeon Induction Cooktop Acer Plus: 1800 W,1736.34,1041.8,Local,Telangana,Nalgonda,Freepass,8.05E+11,9.13,4.9,Facebook,Free,Shipped,23-03-2022,30-03-2022,,Netbanking,682307,1041.8,Paid,89,2022,March,0
VLV77,ON272,733242519,60,Male,Tenali Double Horse Chana Dal,506.1,359.33,Local,Andhra Pradesh,Kurnool,Freepass,5.96E+11,3.95,1.1,TV,Express plus,Delivered,29-08-2021,2/9/2021,,Debit,561083,509.33,Paid,37,2021,August,150
DBV17,IW573,295726223,67,Female,Ariel Matic Top Load Liquid Detergent,1075.91,634.79,Local,Telangana,Suryapet,Premium Plus,7.10E+11,2.84,2.5,Friends,Free,Shipped,17-02-2021,26-02-2021,,Credit,57959,634.79,Paid,73,2021,February,0
COK83,NB283,329152721,59,Male,Cavin's Chocolate Milkshake,1706.12,921.3,Local,Gujarat,Ahmedabad,Freepass,7.77E+11,3.34,1.1,Friends,Free,Delivered,6/2/2022,16-02-2022,,Debit,712553,921.3,Paid,14,2022,February,0
GYF09,GP840,940317891,57,Male,Usha Heavy Weight Iron - El3710: 1000 W,1450.55,1073.41,Imported,Maharashtra,Mumbai,Premium,8.37E+11,18.48,2.3,Friends,Priority,Cancelled,30-09-2021,2/10/2021,10/10/2021,Cancelled,582172,Cancelled,Cancelled,41,2021,September,Cancelled
PMJ69,BG395,3458399,24,Female,Premia Tur Dal Latur (Kandi Pappu),1056.37,866.22,Local,Gujarat,Surat,Freepass,4.02E+11,4.83,3.8,Facebook,Free,Delivered,26-10-2023,3/11/2023,,Debit,566459,866.22,Paid,12,2023,October,0
ZKC47,XP188,655031831,47,Male,Harpic Bathroom Cleaner - Floral,940.13,799.11,Imported,Andhra Pradesh,Tirupati,Freepass,6.07E+11,52.11,1.2,TV,Free,Delivered,13-09-2021,23-09-2021,,Credit,308431,799.11,Paid,30,2021,September,0
FBH84,SY224,116188570,25,Female,Cavin's Chocolate Milkshake,1937.16,1665.96,Local,Maharashtra,Amravati,Freepass,1.91E+11,21.47,3.8,Instagram,Express plus,Delivered,5/10/2023,10/10/2023,,Debit,359864,1815.96,Pending,41,2023,October,150
